"Date","Price","Open","High","Low","Vol.","Change %"
"09/23/2018","53.39","54.31","54.49","52.92","66.93M","-1.89%"
"09/16/2018","54.42","54.79","55.02","53.32","105.80M","-0.24%"
"09/09/2018","54.55","54.32","55.42","53.99","62.23M","1.02%"
"09/02/2018","54.00","53.55","54.47","52.84","57.47M","-0.68%"
"08/26/2018","54.37","54.98","55.06","54.04","55.51M","-0.75%"
"08/19/2018","54.78","54.93","55.08","53.94","53.47M","-0.02%"
"08/12/2018","54.79","52.74","55.21","52.20","73.22M","4.42%"
"08/05/2018","52.47","52.13","53.27","51.76","46.08M","0.38%"
"07/29/2018","52.27","52.27","53.00","51.43","66.55M","0.50%"
"07/22/2018","52.01","50.69","52.38","50.05","76.04M","2.75%"
"07/15/2018","50.62","51.36","51.94","50.35","53.85M","-1.54%"
"07/08/2018","51.41","51.03","51.75","50.68","56.21M","-0.14%"
"07/01/2018","51.48","50.25","51.66","49.70","43.07M","2.33%"
"06/24/2018","50.31","49.84","51.05","49.01","86.67M","1.11%"
"06/17/2018","49.76","47.90","49.93","47.13","108.23M","3.54%"
"06/10/2018","48.06","49.49","49.80","47.30","109.52M","-2.28%"
"06/03/2018","49.18","48.05","49.26","47.73","67.39M","2.87%"
"05/27/2018","47.81","48.30","48.72","47.51","60.75M","-1.46%"
"05/20/2018","48.52","47.79","49.31","47.74","62.69M","1.63%"
"05/13/2018","47.74","48.67","48.90","47.32","53.11M","-1.81%"
"05/06/2018","48.62","48.18","49.07","46.08","91.29M","0.89%"
"04/29/2018","48.19","51.40","51.65","47.36","90.34M","-6.55%"
"04/22/2018","51.57","48.20","51.69","47.97","95.13M","7.66%"
"04/15/2018","47.90","47.95","49.06","47.21","58.21M","0.50%"
"04/08/2018","47.66","47.03","48.97","46.80","65.76M","0.38%"
"04/01/2018","47.48","47.62","48.35","46.71","73.00M","-0.71%"
"03/25/2018","47.82","46.78","48.73","46.58","65.01M","3.31%"
"03/18/2018","46.29","48.53","48.61","46.20","65.03M","-4.67%"
"03/11/2018","48.56","49.03","49.26","48.14","73.67M","-0.92%"
"03/04/2018","49.01","48.15","49.23","48.02","77.58M","1.55%"
"02/25/2018","48.26","48.72","49.17","47.51","112.65M","-0.06%"
"02/18/2018","48.29","49.84","49.89","47.53","89.79M","-3.71%"
"02/11/2018","50.15","50.22","50.66","48.95","77.50M","0.54%"
"02/04/2018","49.88","52.52","53.19","48.37","123.87M","-5.85%"
"01/28/2018","52.98","53.58","54.75","52.90","84.50M","-3.18%"
"01/21/2018","54.72","52.05","54.77","52.01","113.49M","5.41%"
"01/14/2018","51.91","51.68","53.30","51.15","79.53M","0.10%"
"01/07/2018","51.86","52.56","52.75","51.15","76.73M","-1.18%"
"12/31/2017","52.48","53.16","53.57","51.83","58.12M","-0.85%"
"12/24/2017","52.93","53.13","53.69","52.93","31.68M","-0.49%"
"12/17/2017","53.19","52.94","53.63","52.60","68.19M","0.99%"
"12/10/2017","52.67","51.22","53.34","50.97","101.86M","3.09%"
"12/03/2017","51.09","51.52","52.33","50.20","79.87M","-0.31%"
